u,v,length_m
412191427,412191531,95.60222362890278
412191429,412191430,50.43313180155367
412191430,412191432,69.4857338565986
412191430,412191456,183.3550573544032
412191432,412191492,225.30430197174587
412191437,412191438,49.929255664382204
412191437,412191481,144.10028054821697
412191438,4172468658,48.782670294726614
412191438,412191444,102.13037799501878
412191444,412191446,42.964646791119634
412191446,412191447,82.85958656536062
412191446,412191478,156.2851931988164
412191447,6302785498,39.776796051765004
412191453,412191456,98.44238957785839
412191453,412191481,115.65289724167036
412191456,412191459,84.67302495268976
412191459,412191492,96.11509711533489
412191459,412191496,124.13102153550263
412191459,5432437519,133.49782009354692
412191473,5432437519,45.89122320144956
412191473,5432437519,13.49463261940193
412191473,412191478,112.98340270380483
412191478,412191496,96.41445407683358
412191478,412191505,82.76862450538587
412191481,412191498,57.73511905477123
412191492,416139474,140.63812653782531
412191496,412191498,119.8592438381545
412191496,4172468659,54.68771787688679
412191498,4172468660,51.47137758435095
412191505,4365200065,17.764915452990536
412191531,4443017678,129.32222716164506
416139474,7524458020,27.397126882858824
416139502,4354726733,9.145935455488889
416139502,416139571,40.116520901270235
416139502,416139508,115.80011194769659
416139502,4354717067,44.39237054490055
416139508,416139514,82.30915028740277
416139508,791160176,42.50105128465456
416139514,416148509,39.436851699166034
416139514,416140036,41.81549579721181
416139519,416148480,56.968841769994846
416139519,416139532,36.87781356159189
416139519,416148509,53.10703245362523
416139532,416148377,66.47896023348282
416139532,528529089,233.21615593315428
416139549,1841059592,44.103375878690116
416139549,416140025,197.4096625636485
416139549,416139554,43.29986251638792
416139554,416140055,49.25217131611605
416139554,416139565,118.43873517927591
416139565,416140092,49.95170017732193
416139565,416139571,44.61264715263824
416139571,416140036,198.26953764009627
416139601,4354717067,71.13154232457114
416139601,416139607,84.59965958166123
416139601,2182559604,101.41940234017932
416139607,416140107,107.38744194794667
416139607,416151060,16.081979698665627
416139622,4354593596,13.316368963535494
416139622,10671741906,161.9606605484282
416139846,1841059599,43.11580376843309
416139855,4354709711,5.696760737694027
416139855,7524458020,232.6884859676587
416139855,416139880,56.860990273809364
416139880,4354593599,136.76590711392154
416140001,10671741906,85.7180814681175
416140001,4354593594,13.40674966567292
416140001,416148487,93.32790437300676
416140025,416140029,43.42147222501362
416140025,4354593594,41.60156899356651
416140029,416140030,118.10052598072413
416140029,416140083,40.41769967915419
416140029,416140077,47.71790299636777
416140030,416140036,42.9799535330373
416140030,416140095,48.430538834367745
416140055,416140092,118.36984492252833
416140055,416140077,100.85092053553404
416140077,416140095,118.1922195934576
416140083,416140089,52.66234684062461
416140083,416148509,202.3318646962637
416140089,416148480,145.38923243873418
416140089,416148482,42.99026740449091
416140092,416140095,99.75528765019236
416140107,528529089,42.134828450364594
416140107,416140108,13.945690479439133
416140107,416151029,106.07632249809951
416140108,4365225105,23.872207978084607
416140108,416151060,106.78620799250156
416140108,4365225103,28.42157189845902
416148377,416148389,54.48421535837484
416148377,416148542,36.20147617977457
